Class,Review
0,shatner is probably the funniest person in the film which give you an idea just how bad it wa
0,try so hard to be quirky and funny that the strain is all too evident
0,a immaculate a stuart little 2 is it could be lot better if it were well more adventurous
0,simply re hash of the other seven film
0,with jump cut fast editing and lot of pyrotechnic yu clearly hope to camouflage how bad his movie is he fails
0,i found myself more appreciative of what the director wa trying to do than of what he had actually done
0,a very depressing movie of many missed opportunity
0,go on and on to the point of nausea
0,by turn numbingly dull witted and disquietingly creepy
0,boy ha this franchise ever run out of gas
0,one problem with the movie directed by joel schumacher is that it jam too many prefabricated story element into the running time
0,the comedy is nonexistent
0,bland pretentious mess
0,it a pedestrian flat drama that scream out amateur in almost every frame
0,a bland animated sequel that hardly seems worth the effort
0,it not just the vampire that are damned in queen of the damned the viewer will feel they suffer the same fate
0,if religious film aren your bailiwick stay away otherwise this could be passable date film
0,this is the case of pregnant premise being wasted by script that take few chance and manages to insult the intelligence of everyone in the audience
0,the pace and the visuals are so hyped up that curious sense of menace informs everything
0,stuffy full of itself morally ambiguous and nothing to shout about
0,it is most of the thing costner movie are known for it sanctimonious self righteous and so eager to earn our love that you want to slap it
0,don let the subtitle fool you the movie only prof that hollywood no longer ha monopoly on mindless action
0,chai structure and pacing are disconcertingly slack
0,to be oblivious to the existence of this film would be very sweet indeed
0,the director with his fake backdrop and stately pacing never settle on consistent tone
0,one just wait grimly for the next shock without developing much attachment to the character
0,instead of panoramic sweep kapur give u episodic choppiness undermining the story emotional thrust
0,the director seems to take an unseemly pleasure in the character misery and at the same time to congratulate himself for having the gut to confront it
0,this dubious product of college spawned colgate comedy ensemble known a broken lizard play like mix of cheech and chong and chip
0,the movie doesn think much of it character it protagonist or of u
0,super trooper is an odd amalgam of comedy genre existing somewhere between the often literal riff of early zucker brother abraham film and the decidedly foul stylings of their post modern contemporary the farrelly brother
0,will always be remembered for the 9 11 terrorist attack after seeing the film can tell you that there no other reason why anyone should bother remembering it
0,made me feel uneasy even queasy because solondz cool compassion is on the border of bemused contempt
0,a kind of colorful dramatized pb program frida get the job done but for that why not watch documentary
0,with minimal imagination you could restage the whole thing in your bathtub
0,night feel more like quickie tv special than feature film it not even tv special you bother watching past the second commercial break
0,although visually striking and slickly staged it also cold grey antiseptic and emotionally desiccated
0,you can see where big bad love is trying to go but it never quite get there
0,friday after next is the kind of film that could only be made by african american because of it broad racial insensitivity towards african american
0,it not a awful a some of the recent hollywood trip tripe but it far from groundbreaking endeavor
0,the only thing swept away is the one hour and thirty three minute spent watching this waste of time
0,one sided documentary offer simplistic explanation to very complex situation stylistically the movie is disaster
0,the corpse count ultimately override what little we learn along the way about vicarious redemption
0,a violent profane and exploitative a the most offensive action flick you ve ever seen
0,egoyan work often elegantly considers various level of reality and us shifting point of view but here he ha constructed film so labyrinthine that it defeat his larger purpose
0,life or something like it ha it share of high point but it miss too many opportunity
0,this is truly truly bad movie
0,despite bearing the paramount imprint it a bargain basement european pickup what hard to understand is why anybody picked it up wiser soul would have tactfully pretended not to see it and left it lying there
0,believability wasn one of the film virtue
0,sewer rat could watch this movie and be so skeeved out that they need shower
0,the santa clause 2 plot may sound like it wa co written by mattel executive and lobbyist for the tinsel industry
0,his best film remains his shortest the hole which make many of the point that this film doe but feel le repetitive
0,just another disjointed fairly predictable psychological thriller
0,stumble over every cheap trick in the book trying to make the outrage come even easier
0,even the hastily and amateurishly drawn animation cannot engage
0,kung pow is oedekerk realization of his childhood dream to be in martial art flick and prof that sometimes the dream of youth should remain just that
0,busy urban comedy is clearly not zhang forte his directorial touch is neither light nor magical enough to bring off this kind of whimsy
0,well meaning but inert
0,not completely loveable but what underdog movie since the bad news bear ha been but certainly hard to hate
0,a movie that can get sufficient distance from leroy delusion to escape their maudlin influence
0,it young gun meet goodfellas in this easily skippable hayseed v greaseball mob action comedy
0,louiso let the movie dawdle in classic disaffected indie film mode and brother hoffman script stumble over late inning twist that just doesn make sense
0,the movie straddle the fence between escapism and social commentary and on both side it fall short
0,the film is old fashioned occasionally charming and a subtle a boldface
0,can get enough of libidinous young city dweller try this obscenely bad dark comedy so crass that it make edward burn sidewalk of new york look like oscar wilde
0,in the new guy even the bull get recycled
0,overly melodramatic
0,largely this is movie that also doe it by the number
0,on top of foundering performance madonna denied her own athleticism by lighting that emphasizes every line and sag
0,the result is an action film mired in stasis
0,this is the first full scale wwii flick from hong kong john woo he not good with people
0,patchy combination of soap opera low tech magic realism and at time ploddingly sociological commentary
0,stevens is so stoked to make an important film about human infidelity and happenstance that he toss kitchen sink onto story already overladen with plot conceit
0,so boring that even it target audience talked all the way through it
0,one of the more glaring sign of this movie servitude to it superstar is the way it skirt around any scene that might have required genuine acting from m spear
0,hollywood ending is the most disappointing woody allen movie ever he ha great cast and great idea but the execution is flop with the exception of about six gag that really work
0,generically forgettably pleasant from start to finish
0,it just hard to believe that life like this can sound so dull
0,when not wallowing in it character frustration the movie is busy contriving false sitcom worthy solution to their problem
0,an overstylized puréed mélange of sex psychology drug and philosophy sometimes entertaining sometimes indulgent but never le than pure wankery
0,lovely and amazing unhappily is neither excessively strained and contrived
0,ringu is disaster of story full of hole and completely lacking in chill ignore the reputation and ignore the film
0,this one is few bit funnier than malle dud if only because the cast is so engagingly messing around like slob city reduction of damon runyon crook
0,it painful to watch witherspoon talent wasting away inside unnecessary film like legally blonde and sweet home abomination mean alabama
0,a plodding teen remake that so mechanical you can smell the grease on the plot twist
0,trying to figure out the rule of the country bear universe when are bear bear and when are they like human only hairier would tax einstein brain
0,even in term of the low grade cheese standard on which it operates it never quite make the grade a tawdry trash
0,amidst the action the script carry arnold and the viewer into the forbidden zone of sympathizing with terrorist motivation by presenting the other side of the story
0,rife with nutty cliche and far too much dialogue
0,it a 100 year old mystery that is constantly being interrupted by elizabeth hurley in bathing suit
0,one big laugh three or four mild giggle and whole lot of not much else
0,too intensely focused on the travail of being hal hartley to function a pastiche no such thing is hartley least accessible screed yet
0,kenneth branagh energetic sweet and sour performance a curmudgeonly british playwright ground this overstuffed erratic dramedy in which he and his improbably forbearing wife contend with craziness and child rearing in los angeles
0,director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out cannot overcome blah character
0,m phoenix is completely lacking in charm and charisma and is unable to project either esther initial anomie or her eventual awakening
0,the movie fails to portray it literarily talented and notorious subject a anything much more than dirty old man
0,extremely bad
0,a clichéd and shallow cautionary tale about the hard partying life of gay men
0,the fetid underbelly of fame ha never looked uglier
0,a little weak and it isn that funny
0,while it is welcome to see chinese film depict homosexual relationship in mature and frank fashion lan yu never catch dramatic fire
0,the script boast some tart tv insider humor but the film ha not trace of humanity or empathy
0,despite the pyrotechnic narc is strictly by the book
0,in both the writing and cutting it doe not achieve the kind of dramatic unity that transport you you end up simply admiring this bit or that this performance or that
0,cacoyannis is perhaps too effective in creating an atmosphere of dust caked stagnation and labored gentility
0,worth seeing once but it charm quickly fade
0,the original wasn a good movie but this remake make it look like masterpiece
0,one suspect that craven endorses they simply because this movie make his own look much better by comparison
0,gere give good performance in film that doesn merit it
0,your appreciation of it will depend on what experience you bring to it and what association you choose to make
0,includes too much obvious padding
0,there no palpable chemistry between lopez and male lead ralph fiennes plus the script by working girl scribe kevin wade is workmanlike in the extreme
0,i not sure which half of dragonfly is worse the part where nothing happening or the part where something happening but it stupid
0,don expect any subtlety from this latest entry in the increasingly threadbare gross out comedy cycle
0,the only camouflage carvey should now be considering is paper bag to wear over his head when he go out into public to avoid being recognized a the man who bilked unsuspecting moviegoer
0,shot like postcard and overacted with all the boozy self indulgence that brings out the worst in otherwise talented actor
0,spain greatest star wattage doesn overcome the tumult of maudlin tragedy
0,movie that quite simply shouldn have been made
0,conforms itself with creating game of who who where the character move are often more predictable than their consequence
0,look and feel like low budget hybrid of scarface or carlito way
0,the script is tired one with few moment of joy rising above the stale material
0,suffers from all the excess of the genre
0,the verdict two body and hardly laugh between them
0,the latest adam sandler assault and possibly the worst film of the year
0,downbeat period perfect biopic hammer home heavy handed moralistic message
0,while the film is competent it also uninspired lacking the real talent and wit to elevate it beyond it formula to the level of classic romantic comedy to which it aspires
0,they ought to be whole lot scarier than they are in this tepid genre offering
0,it harmless diverting fluff but it hard to imagine more generic effort in the genre
0,it just plain lurid when it isn downright silly
0,comedy troupe broken lizard first movie is very funny but too concerned with giving u plot
0,pap invested in undergraduate doubling subtexts and ridiculous stab at existentialism reminding of the discovery of the wizard of god in the fifth trek flick
0,a horror movie with seriously dumb character which somewhat dilutes the pleasure of watching them stalked by creepy crawly bug thing that live only in the darkness
0,it a film with an idea buried somewhere inside it fabric but never clearly seen or felt
0,all in all reign of fire will be good successful rental
0,occasionally funny sometimes inspiring often boring
0,a movie in which two not very absorbing character are engaged in romance you can wait to see end
0,the predominantly amateur cast is painful to watch so stilted and unconvincing are the performance
0,who are they well they re they they re the unnamed easily substitutable force that serve a whatever terror the hero of horror movie try to avoid they exist for hushed line like they re back they re out there and they re coming
0,elegantly crafted but emotionally cold puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level
0,were dylan thomas alive to witness first time director ethan hawke strained chelsea wall he might have been tempted to change his landmark poem to do not go gentle into that good theatre
0,the story ha it redundancy and the young actor not very experienced are sometimes inexpressive
0,i sure the filmmaker would disagree but honestly don see the point it a visual rorschach test and must have failed
0,the film is really closer to porn than serious critique of what wrong with this increasingly pervasive aspect of gay culture
0,murder by number just doesn add up
0,clare peploe airless movie adaptation could use little american pie like irreverence
0,video game are more involving than this mess
0,clayburgh and tambor are charming performer neither of them deserves eric schaeffer
0,a pale xerox of other better crime movie
0,hokey piece of nonsense that try too hard to be emotional
0,illiterate often inert sci fi action thriller
0,a perfect example of rancid well intentioned but shamelessly manipulative movie making
0,the adventure doesn contain half the excitement of balto or quarter the fun of toy story 2
0,essentially collection of bit and they re all naughty
0,a mess the screenplay doe too much meandering norton ha to recite bland police procedural detail fiennes wanders around in an attempt to seem weird and distanced hopkins look like drag queen
0,the screenplay by james eric james horton and director peter fallon is so pat it make your teeth hurt
0,before it take sudden turn and devolves into bizarre sort of romantic comedy steven shainberg adaptation of mary gaitskill harrowing short story is brilliantly played deeply unsettling experience
0,solaris is rigid and evasive in way that soderbergh best film erin brockovich out of sight and ocean eleven never were
0,seems like something american and european gay movie were doing 20 year ago
0,in the process of trimming the movie to an expeditious 84 minute director roger kumble seems to have dumped whole lot of plot in favor of outrageous gag
0,you can see the would be surprise coming mile away and the execution of these twist is delivered with hammer thumb down
0,the character are paper thin and the plot is so cliched and contrived that it make your least favorite james bond movie seem a cleverly plotted a the usual suspect
0,del toro maintains dark mood that make the film seem like something to endure instead of enjoy
0,the movie eventually snap under the strain of it plot contrivance and it need to reassure
0,the real question this movie pose is not who but why
0,now here a sadistic bike flick that would have made vittorio de sica proud
0,a movie that about a overbearing and over the top a the family it depicts
0,a movie in which laughter and self exploitation merge into jolly soft porn empowerment
0,occasionally interesting but essentially unpersuasive footnote to still evolving story
0,if we re to slap protagonist genevieve leplouff because she french do we have that same option to slap her creator because they re clueless and inept
0,moretti play giovanni psychiatrist who predictably find it difficult to sustain interest in his profession after the family tragedy too predictably in fact
0,alternative medicine obviously ha it merit but ayurveda doe the field no favor
0,this thing work on no level whatsoever for me
0,it follows the basic plot trajectory of nearly every schwarzenegger film someone cross arnie arnie blow thing up
0,ice age posit heretofore unfathomable question is it possible for computer generated character to go through the motion
0,an incoherent jumble of film that rarely a entertaining a it could have been
0,they missed the boat
0,more dutiful than enchanting terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat
0,laconic and very stilted in it dialogue this indie flick never found it audience probably because it extremely hard to relate to any of the character
0,the comedy death to smoochy is rancorous curiosity movie without an apparent audience
0,barney idea about creation and identity don really seem all that profound at least by way of what can be gleaned from this three hour endurance test built around an hour worth of actual material
0,affleck merely creates an outline for role he still need to grow into role that ford effortlessly filled with authority
0,cinematic pyrotechnic aside the only thing avary seems to care about are mean giggle and pulchritude it make sense that he went back to school to check out the girl his film is frat boy idea of good time
0,the narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking mystery science theater 3000 guy
0,nothing more or le than an outright bodice ripper it should have ditched the artsy pretension and revelled in the entertaining shallow
0,a living testament to the power of the eccentric and the strange the fact that it isn very good is almost beside the point
0,feel le like cousin to blade runner than like bottom feeder sequel in the escape from new york series
0,what might have been acceptable on the printed page of iles book doe not translate well to the screen
0,if oscar had category called best bad film you thought wa going to be really awful but wasn guy would probably be duking it out with the queen of the damned for the honor
0,a poky and pseudo serious exercise in sham actor workshop and an affected malaise
0,mediocre fable from burkina faso
0,fessenden ha nurtured his metaphor at the expense of his narrative but he doe display an original talent
0,since the movie is based on nicholas spark best seller you know death is lurking around the corner just waiting to spoil thing
0,bottom rung new jack city wannabe
0,fincher take no apparent joy in making movie and he give none to the audience
0,it mildly amusing but certainly can recommend it
0,nicholas nickleby celebrates the human spirit with such unrelenting dickensian decency that it turned me horror into scrooge
0,fear dot com is more frustrating than modem that disconnect every 10 second
0,full of flatulence joke and mild sexual reference kung pow is the kind of movie that critic proof simply because it aim so low
0,may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh so convenient plot twist
0,there are just too many character saying too many clever thing and getting into too many pointless situation where the movie here
0,a dark dull thriller with parting shot that misfire
0,lacking substance and soul crossroad come up shorter than britney cutoff
0,cassavetes think he making dog day afternoon with cause but all he done is to reduce everything he touch to shrill didactic cartoon
0,buries an interesting storyline about morality and the choice we make underneath such mountain of clichés and borrowed image that it might more accurately be titled mr chip off the old block
0,although sensitive to fault it often overwritten with surfeit of weighty revelation flowery dialogue and nostalgia for the past and road not taken
0,it so badly made on every level that m actually having hard time believing people were paid to make it
0,without non stop techno or the existential overtone of kieslowski morality tale maelström is just another winter sleeper
0,nick seemingly uncertain what going to make people laugh run the gamut from stale parody to raunchy sex gag to formula romantic comedy
0,for creativity but come across more a sketch for full length comedy
0,if there one thing this world need le of it movie about college that are written and directed by people who couldn pas an entrance exam
0,the script kick in and mr hartley distended pace and foot dragging rhythm follow
0,ventually every idea in this film is flushed down the latrine of heroism
0,i am sorry that wa unable to get the full brunt of the comedy
0,no telegraphing is too obvious or simplistic for this movie
0,look and feel like project better suited for the small screen
0,in it best moment resembles bad high school production of grease without benefit of song
0,indifferently implausible popcorn programmer of movie
0,it inoffensive cheerful built to inspire the young people set to an unending soundtrack of beach party pop number and aside from it remarkable camerawork and awesome scenery it about a exciting a sunburn
0,his comedy premise are often hackneyed or just plain crude calculated to provoke shocked laughter without following up on deeper level
0,christina ricci comedy about sympathy hypocrisy and love is misfire
0,at time the suspense is palpable but by the end there a sense that the crux of the mystery hinge on technicality that strain credulity and leaf the viewer haunted by the waste of potential
0,they should have called it gutterball
0,thekids will probably stay amused at the kaleidoscope of big colorful character mom and dad can catch some quality naptime along the way
0,it too self important and plodding to be funny and too clipped and abbreviated to be an epic
0,the best that can be said about the work here of scottish director ritchie is that he obviously doesn have his heart in it
0,le dizzying than just dizzy the jaunt is practically over before it begin
0,slick piece of cross promotion
0,taylor appears to have blown his entire budget on soundtrack right and had nothing left over for joke
0,it belief it revealing some great human truth when in reality it churning ground that ha long passed the point of being fertile
0,by turn pretentious fascinating ludicrous provocative and vainglorious
0,it all drag on so interminably it like watching miserable relationship unfold in real time
0,villeneuve spends too much time wallowing in bibi generic angst there are lot of shot of her gazing out window
0,here only so much anyone can do with florid overplotted anne rice rock roll vampire novel before the built in silliness of the whole affair defeat them
0,it another video movie photographed like film with the bad lighting that often written off a indie film naturalism
0,the techno tux is good for few laugh a are chan and hewitt but when such good design turn out to be cheap knockoff we can recommend anything but rental for the tuxedo
0,i got headache watching this meaningless downer
0,apart from dazzling cinematography we ve seen just about everything in blue crush in one form or the other
0,too much of the humor fall flat
0,detox is ultimately pointless endeavor
0,van wilder doesn bring anything new to the proverbial table but it doe posse coherence absent in recent crass thons like tomcat freddy got fingered and slacker
0,the piquant story need more dramatic meat on it bone
0,very special effect brilliantly bold color and heightened reality can hide the giant achilles heel in stuart little 2 there just no story folk
0,the plot combine the blue brother and almost famous but with bear and g rating with an excruciating dollop of disney sentimentality mixed in for good measure
0,no way can believe this load of junk
0,roger michell notting hill directs morality thriller
0,it dumb but more importantly it just not scary
0,there is no pleasure in watching child suffer just embarrassment and vague sense of shame
0,the movie accumulated force still feel like an ugly knot tightening in your stomach but is that knot from dramatic tension or symptom of artistic malnutrition
0,even with green mohawk and sheet of fire red flame tattoo covering his shoulder however kilmer seems to be posing rather than acting and that leaf hole in the center of the salton sea
0,there just no currency in deriding james bond for being clichéd doddering misogynistic boy club
0,when the film ended felt tired and drained and wanted to lie on my own deathbed for while
0,full of witless joke dealing in broad stereotype and outrageously unbelievable scenario and saddled with general air of misogyny
0,the film hackneyed message is not helped by the thin characterization nonexistent plot and pretentious visual style
0,the iditarod last for day this just felt like it did
0,it feel like an after school special gussied up with some fancy special effect and watching it rote plot point connect is about a exciting a gazing at an egg timer for 93 minute
0,this movie is maddening it conveys simple message in visual style that is willfully overwrought
0,should have been someone else
0,the film is based on truth and yet there is something about it that feel incomplete a if the real story start just around the corner
0,why make documentary about these marginal historical figure wouldn one about their famous dad author of death in venice etc be more valuable
0,the lower your expectation the more you ll enjoy it
0,rarely ha leukemia looked so shimmering and benign
0,is an arthritic attempt at directing by callie khouri had to look away this wa god awful
0,even in this le than magic kingdom reese rule
0,velocity represents everything wrong with independent film a commodified sold out concept on the american filmmaking scene
0,just one bad idea after another
0,because of an unnecessary and clumsy last scene swimfan left me with very bad feeling
0,though moonlight mile is replete with acclaimed actor and actress and tackle subject that potentially moving the movie is too predictable and too self conscious to reach level of high drama
0,a movie that hovers somewhere between an acute character study and trite power struggle
0,i can recommend it but it surprisingly harmless
0,corpus collosum while undeniably interesting wore out it welcome well before the end credit rolled about 45 minute in
0,the last 20 minute are somewhat redeeming but most of the movie is the same teenage american road trip drek we ve seen before only this time you have to read the fart joke
0,it hard to like film about guy who is utterly unlikeable and shiner starring michael caine a an aging british boxing promoter desperate for taste of fame and fortune is certainly that
0,a by the number effort that won do much to enhance the franchise
0,involves two mystery one it give away and the other featuring such badly drawn character that it outcome hardly matter
0,overall the film feel like low budget tv pilot that could not find buyer to play it on the tube
0,it of the quality of lesser harrison ford movie six day seven night maybe or that dreadful sabrina remake
0,it appears that something ha been lost in the translation to the screen
0,despite all evidence to the contrary this clunker ha somehow managed to pose a an actual feature movie the kind that charge full admission and get hyped on tv and purport to amuse small child and ostensible adult
0,shrewd but pointless
0,an unclassifiably awful study in self and audience abuse
0,sluggish tonally uneven
0,this movie is something of an impostor itself stretching and padding it material in blur of dead end and distracting camera work
0,hey arnold the movie could have been made 40 year ago and parent appreciation of it may depend on whether they consider that good thing
0,this one is definitely one to skip even for horror movie fanatic
0,excessive profane packed with cartoonish violence and comic strip character
0,once the 50 year old benigni appears a the title character we find ourselves longing for the block of wood to come back
0,a working class u v them opera that leaf no heartstring untugged and no liberal cause unplundered
0,if the movie succeeds in instilling wary sense of there but for the grace of god it is far too self conscious to draw you deeply into it world
0,there are simply too many idea floating around part farce part sliding door part pop video and yet failing to exploit them
0,it take strange kind of laziness to waste the talent of robert forster anne meara eugene levy and reginald veljohnson all in the same movie
0,we haven seen such hilarity since say it isn so
0,expect the same old lame old slasher nonsense just with different scenery
0,the cold turkey would ve been far better title
0,the idea of 49 year old roberto benigni playing the wooden boy pinocchio is scary enough the reality of the new live action pinocchio he directed cowrote and starred in border on the grotesque
0,the ga zillionth airhead movie about wife in distress who resort to desperate measure
0,zaidan script ha barely enough plot to string the stunt together and not quite enough characterization to keep the face straight
0,try a may can think of single good reason to see this movie even though everyone in my group extemporaneously shouted thank you when leguizamo finally plugged an irritating character late in the movie
0,while it nice to watch movie that hasn been focus grouped into tedium yu cinematic alchemy produce nearly a much lead a gold
0,it treat woman like idiot
0,though catch me if you can isn badly made the fun slowly leak out of the movie
0,just an average comedic dateflick but not waste of time
0,a valueless kiddie paean to pro basketball underwritten by the nba
0,impostor ha handful of thrilling moment and couple of good performance but the movie doesn quite fly for starter the story is just too slim
0,so much facile technique such cute idea so little movie
0,the experience of going to film festival is rewarding one the experiencing of sampling one through this movie is not
0,the film take the material of human tragedy and dress them in lovely costume southern california location and star power
0,it ha it moment of swaggering camaraderie but more often just feel generic derivative and done to death
0,almost gag on it own gore
0,how do you spell cliché
0,it sweet harmless dumb occasionally funny and about a compelling a fishing show
0,the moviegoing equivalent of going to dinner party and being forced to watch the host and hostess home video of their baby birth
0,while hill ha learned new trick the trick alone are not enough to salvage this lifeless boxing film
0,in the real world an actor this uncharismatically beautiful would have résumé loaded with credit like girl in bar 3
0,too much of it feel unfocused and underdeveloped
0,under 15 giggle minute over age 15 big fat waste of time
0,hey arnold the movie is what happens when you blow up small potato to 10 time their natural size and it ain pretty
0,sometimes seems le like storytelling than something the otherwise compelling director needed to get off his chest
0,this is not the undisputed worst boxing movie ever but it certainly not champion the big loser is the audience
0,you really have to wonder how on earth anyone anywhere could have thought they make audience guffaw with script a utterly diabolical a this
0,in the end we are left with something like two ship passing in the night rather than any insight into gay love chinese society or the price one pay for being dishonest
0,choke on it own depiction of upper crust decorum
0,well nigh unendurable though the picture strain to become cinematic poetry it remains depressingly prosaic and dull
0,i thought my own watch had stopped keeping time a slogged my way through clockstoppers
0,while much of the cast ha charm especially allodi and nolden the performer are sunk by the film primitive approach to the mechanic of comedy
0,this directorial debut from music video show off higuchinsky is all flash
0,yes ballistic is silly unfortunately it not silly fun unless you enjoy really bad movie
0,the twist that end the movie is the one with the most emotional resonance but twist are getting irritating and this is the kind of material where the filmmaker should be very careful about raising eyebrow
0,the longer the movie go the worse it get but it actually pretty good in the first few minute
0,while it genuinely cool to hear character talk about early rap record sugar hill gang etc the constant referencing of hip hop arcanum can alienate even the savviest audience
0,not only unfunny but downright repellent
0,care deftly capture the wonder and menace of growing up but he never really embrace the joy of fuhrman destructive escapism or the grace in rebellion found by his character
0,forced familiar and thoroughly condescending
0,doe little more than play an innocuous game of fill in the blank with tragic past
0,k 19 exploit our substantial collective fear of nuclear holocaust to generate cheap hollywood tension
0,ha long and clunky ending which force the audience to fidget through ten pseudo serious minute while waiting for the ending credit and the deleted scene montage to break the audience awkward silence
0,a ragbag of promising idea and failed narrative of good acting and plain old bad filmmaking
0,whaley determination to immerse you in sheer unrelenting wretchedness is exhausting
0,uncommonly stylish but equally silly the picture fails to generate much suspense nor doe it ask searching enough question to justify it pretension
0,the entire movie is about boring sad man being boring and sad
0,the plot convolution ultimately add up to nothing more than jerking the audience chain
0,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss
0,it a trifle of movie with few laugh surrounding an unremarkable soft center
0,holden caulfield did it better
0,a synthesis of cliche and absurdity that seems positively decadent in it cinematic flash and emptiness
0,oh come on like you couldn smell this turkey rotting from mile away
0,if it seldom boring well it also rarely coherent
0,simplistic fluff ball of whimsy
0,not exactly the bee knee
0,it doe nothing new with the old story except to show fisticuffs in this sort of stop go slow motion that make the gang rumble look like they re being streamed over 28k modem
0,the kind of spectacularly misconceived enterprise that only sophisticated cinephile could have perpetrated
0,make for some truly odd at time confusing kid entertainment but at least this time there some centered storytelling to go along with all the weird stuff
0,the film contains no good joke no good scene barely moment when carvey saturday night live honed mimicry rise above the level of embarrassment
0,jacquot rendering of puccini tale of devotion and double cross is more than just filmed opera in his first stab at the form jacquot take slightly anarchic approach that work only sporadically
0,chabrol ha taken promising material for black comedy and turned it instead into somber chamber drama
0,it a if you re watching movie that wa made in 1978 but not released then because it wa so weak and it ha been unearthed and released now when it ha become even weaker
0,this is nothing but familiar territory
0,in execution this clever idea is far le funny than the original killer from space
0,one of the more irritating cartoon you will see this or any year
0,a broad melodramatic estrogen opera that pretty toxic in it own right
0,too slow too long and too little happens
0,the film few idea are stretched to the point of evaporation the whole central section is one big chase that seems to have no goal and no urgency it just filler
0,sacrifice the value of it wealth of archival foot age with it le than objective stance
0,utterly lacking in charm wit and invention roberto benigni pinocchio is an astonishingly bad film
0,a hamfisted romantic comedy that make our girl the hapless facilitator of an extended cheap shot across the mason dixon line
0,score no point for originality wit or intelligence it a cookie cutter movie cut and paste job
0,they take long time to get to it gasp inducing ending
0,barely get off the ground
0,even on those rare occasion when the narrator stop yammering miller hand often feel unsure
0,pumpkin mean to be an outrageous dark satire on fraternity life but it ambition far exceed the ability of writer adam larson broder and his co director tony abrams in their feature debut
0,at it best queen is campy fun like the vincent price horror classic of the 60 at it worst it implodes in series of very bad special effect
0,from the opening scene it clear that all about the benjamin is totally formulaic movie
0,it take certain kind of horror movie to qualify a worse than expected but ghost ship somehow manages to do exactly that
0,on the bright side it contains jesse ventura best work since the xfl
0,despite impeccable acting and script that take some rather unexpected even at time preposterous turn love is just too too precious in the end
0,a tv style murder mystery with few big screen moment including one that seems to be made for different film altogether
0,by getting myself wrapped up in the visuals and eccentricity of many of the character found myself confused when it came time to get to the heart of the movie
0,too often the viewer isn reacting to humor so much a they are wincing back in repugnance
0,what next the porky revenge ultimate edition
0,dilbert without the right on satiric humor
0,manages to show life in all of it banality when the intention is quite the opposite
0,do not see this film
0,minority report is exactly what the title indicates report
0,delivers the same old same old tarted up with latin flava and turned out by hollywood playas
0,if you believe any of this can make you real deal on leftover enron stock that will double in value week from friday
0,to call the other side of heaven appalling would be to underestimate just how dangerous entertainment like it can be
0,in exactly 89 minute most of which passed a slowly a if d been sitting naked on an igloo formula 51 sank from quirky to jerky to utter turkey
0,if only the story about multi million dollar con bothered to include the con
0,i have to say the star and director are the big problem here
0,without the dark spookiness of crystal lake camp the horror concept completely loses it creepy menace
0,it like every bad idea that ever gone into an after school special compiled in one place minus those daytime program slickness and sophistication and who knew they even had any
0,while the resident evil game may have set new standard for thrill suspense and gore for video game the movie really only succeeds in the third of these
0,for close to two hour the audience is forced to endure three terminally depressed mostly inarticulate hyper dysfunctional family for the price of one
0,to my taste the film comic character come perilously close to being amos and andys for new generation
0,what the director can 8217 do is make either of val kilmer 8217 two persona interesting or worth caring about
0,in an effort suspect not to offend by appearing either too serious or too lighthearted it offends by just being wishy washy
0,it difficult to imagine the process that produced such script but here guessing that spray cheese and underarm noise played crucial role
0,harland williams is so funny in drag he should consider permanent sex reassignment
0,nothing scary here except for some awful acting and lame special effect
0,it not that kung pow isn funny some of the time it just isn any funnier than bad martial art movie are all by themselves without all oedekerk impish augmentation
0,a very long movie dull in stretch with entirely too much focus on meal preparation and igloo construction
0,not an objectionable or dull film it merely lack everything except good intention
0,a science fiction pastiche so lacking in originality that if you stripped away it inspiration there would be precious little left
0,once kim begin to overplay the shock tactic and bait and tackle metaphor you may decide it too high price to pay for shimmering picture postcard
0,the word frankly my dear don give damn have never been more appropriate
0,what next my mother the car
0,all the amped up tony hawk style stunt and thrashing rap metal can disguise the fact that really we ve been here done that
0,a sequel that much too big for it britches
0,so unremittingly awful that labeling it dog probably constitutes cruelty to canine
0,what wa once original ha been co opted so frequently that it now seems pedestrian
0,a perplexing example of promise unfulfilled despite many charming moment
0,for all the writhing and wailing tear rage and opium overdoses there no sense of actual passion being washed away in love dissolution
0,a coarse and stupid gross out
0,a nightmare date with half formed wit done great disservice by lack of critical distance and sad trust in liberal art college bumper sticker platitude
0,doesn offer much besides glib soullessness raunchy language and series of brutal set piece that raise the bar on stylized screen violence
0,there something with potential here but the movie decides like lavinia to go the conservative route
0,it one pussy as world when even killer thriller revolve around group therapy session
0,the stripped down approach doe give the film certain timeless quality but the measured pace and lack of dramatic inflection can also seem tedious
0,but the power of these subject is obscured by the majority of the film that show stationary camera on subject that could be mistaken for giving public oration rather than contributing to film narrative
0,rarely ha so much money delivered so little entertainment
0,try to add some spice to it quirky sentiment but the taste is all too familiar
